"Plot6"
"Time (sec)","alpha2","alpha3","alpha4"
1.75357664233577,5.04023364854331e-09,1.60671306504501,2.81160644473326
1.79343065693431,7.86384378968313e-08,1.6614758488095,2.85385879121243
1.83328467153285,8.33205955318329e-08,1.71758909146845,2.89782560490929
1.87313868613139,5.34836034712944e-08,1.77511129258788,2.94356390858669
1.91299270072993,2.23833447006859e-08,1.83409779033827,2.99113740817184
1.95284671532847,7.96296698140055e-08,1.89461326151994,3.04060858840918
1.99270072992701,9.75096350850918e-08,1.95672021957742,3.0920450515268
2.03255474452555,8.1267878953788e-08,2.02048556266485,3.14551884545926
2.07240875912409,4.21259087963306e-08,2.08598003038373,3.20110226180957
2.11226277372263,1.80749220563204e-08,2.1532756033647,3.25887534760611
2.15211678832117,4.88839080821568e-08,2.22245073865763,3.31891816563418
2.19197080291971,7.06321661665366e-08,2.29358445099541,3.38131720616838
2.23182481751825,8.28083939967021e-08,2.36676106653692,3.4461634311046
2.27167883211679,3.95288014103078e-08,2.44206966638532,3.51355021137559
2.31153284671533,1.93822507222205e-08,2.51960282232659,3.58357792130159
2.35138686131387,1.30288999306362e-07,2.59945598763422,3.65635206750687
2.39124087591241,1.02746663769624e-07,2.68173186636154,3.73198335148286
2.43109489051095,4.26799104113729e-08,2.76653896715601,3.81058533168606
2.47094890510949,1.92915546370854e-08,2.85398758639709,3.89228290640359
2.51080291970803,6.27074429305135e-08,2.94419654014536,3.97720403953313
2.55065693430657,8.96579610234373e-08,3.03728954551303,4.06548430453814
2.59051094890511,1.14498490784909e-07,3.13339727720732,4.15726781621816
2.63036496350365,6.09751663819515e-08,3.23265765742465,4.2527035390317
2.67021897810219,2.45130523120666e-08,3.33521418056383,4.3519529804824
2.71007299270073,1.10093110873305e-07,3.44121998289699,4.45518328432149
2.74992700729927,1.60301237916653e-07,3.5508343288858,4.56257225357845
2.78978102189781,7.65488272189114e-09,3.66422683038658,4.67430908837029
2.82963503649635,7.39858186736496e-08,3.78157671287246,4.79058993441865
2.86948905109489,9.84020745558549e-08,3.90307153485603,4.91162676367532
2.90934306569343,1.00992193189913e-07,4.02891026856662,5.03764039474743
2.94919708029197,6.02955970772783e-08,4.15930313121123,5.16886780210061
2.98905109489051,2.48906438044205e-08,4.29447152508901,5.30555826430492
3.02890510948906,9.04671281831841e-08,4.43465135701667,5.44797514943341
3.0687591240876,1.30044307047565e-07,4.58009066417209,5.5964013135827
3.10861313868614,1.57289691118854e-07,4.73105258130891,5.75113290608883
3.14846715328468,1.73798238097847e-08,4.88781658001089,5.91248851805284
3.18832116788322,1.0833818676956e-07,5.05067782181465,6.08080455130314
3.22817518248176,1.18424009974236e-07,5.21995147345608,6.25643849912598
3.2680291970803,3.49386265778666e-08,5.39596998161207,6.43977173404023
3.30788321167884,1.67170068149514e-08,5.57908773409349,6.63121236226012
3.34773722627738,2.64516284691338e-08,5.76968223095813,6.83119180446514
3.38759124087592,1.30751135435413e-07,5.96815395517689,7.04017383142089
3.42744525547446,7.04009176398458e-08,6.17492949390188,7.25865298868534
3.467299270073,2.9024622947387e-08,6.39046527208236,7.48715636764457
3.50715328467154,1.0720207247667e-07,6.61524641922801,7.7262505480003
3.54700729927008,3.20782352788008e-08,6.849791248538,7.97654183037741
3.58686131386862,1.71893538312291e-08,7.09465496733262,8.23867785688919
3.62671532846716,4.11570345951016e-08,7.35043030071143,8.51335730661168
3.6665693430657,8.11351597895037e-08,7.61775267517486,8.80133137177599
3.70642335766424,9.23917218446385e-08,7.89730325035385,9.10340294166478
3.74627737226278,3.17811870982135e-08,8.18981342370039,9.42044384612482
3.78613138686132,1.2074670754288e-08,8.49606858640417,9.75339243402396
3.82598540145986,7.1213978203468e-08,8.81691456821413,10.1032589295593
3.8658394160584,1.36616642258956e-07,9.15326263052433,10.4711408845069
3.90569343065694,1.3455705977989e-07,9.50609507373124,10.8582247260868
3.94554744525548,5.75989220274294e-08,9.87647511316089,11.2658014043004
3.98540145985402,2.45513479596569e-08,10.2655517961366,11.6952713826304
4.02525547445256,8.49991812205157e-08,10.6745718348711,12.1481621792135
4.0651094890511,1.1540397223556e-07,11.1048895767473,12.6261415574303
4.10496350364964,8.60253077845487e-08,11.5579777064609,13.1310316943549
4.14481751824818,3.52665043949834e-08,12.0354438690942,13.664833402283
4.18467153284672,1.4211495551054e-08,12.53904381205,14.2297430910809
4.22452554744526,5.90579754857956e-08,13.070701732934,14.8281821645061
4.2643795620438,7.71138248922211e-08,13.6325314712444,15.4628264023055
4.30423357664234,4.28573561281515e-08,14.2268604416345,16.136639598702
4.34408759124088,9.24602129331679e-09,14.85626125476,16.8529186819915
4.38394160583942,1.06378953634222e-07,15.5235843987955,17.6153398905596
4.42379562043796,8.87840898191011e-10,16.2320014353647,18.4280207946991
4.4636496350365,9.30057614749518e-08,16.9850526770314,19.2955881833168
4.50350364963504,8.33965854103816e-08,17.7867088939585,20.2232672360639
4.54335766423358,4.81387045960555e-08,18.6414406387311,21.2169810668868
4.58321167883212,2.2071957287103e-08,19.5543092600632,22.2834828605692
4.62306569343066,4.37135511712024e-08,20.5310726614396,23.4305087592751
4.6629197080292,4.56482701987823e-08,21.578320060429,24.6669738600768
4.70277372262774,5.56725031294813e-08,22.7036400511458,26.0032170495168
4.74262773722628,2.20423369662409e-08,23.9158309500694,27.4513074774188
4.78248175182482,1.16887622288272e-07,25.2251697685287,29.0254378908684
4.82233576642336,6.01536575990924e-08,26.6437571038095,30.7424286745593
4.8621897810219,4.68059579893514e-08,28.1859688609407,32.6223896952703
4.90204379562045,1.99962040069717e-08,29.869043325546,34.6895807000962
4.94189781021899,6.83762064253834e-08,31.7138705058045,36.9735693194702
4.98175182481753,6.60121629577352e-08,33.7460532650883,39.510789267217
5.02160583941607,9.56227538847407e-08,35.9973593612287,42.3466736598668
5.06145985401461,6.15451662831969e-08,38.5077515574803,45.5386384404291
5.10131386861315,2.46328548656639e-08,41.3282425275529,49.160288964931
5.14116788321169,1.02817226939382e-07,44.5250599220712,53.3075411643554
5.18102189781023,1.07576114058757e-07,48.1857629249179,58.1076395172327
5.22087591240877,6.14293178550832e-08,52.4285218535297,63.7328405542424
5.26072992700731,2.65227883430433e-08,57.4166132731794,70.4217911727918
5.30058394160585,8.36416259645137e-08,63.3817379157091,78.5139679456517
5.34043795620439,1.2045480624401e-07,70.663079750005,88.507414020243
5.38029197080293,1.14012257145682e-07,79.7757489862341,101.15999120376
5.42014598540147,4.47035535820587e-08,91.5373135230305,117.676803027023
5.46,1.79164347440635e-08,107.317940159108,140.081103388283
