Anchor_O_X,Anchor_O_Y,SPEED,Connector_A_X,Connector_A_Y,SPEED,Anchor_Q_X,Anchor_Q_Y,SPEED,Connector_B_X,Connector_B_Y,SPEED
0,0,0,119.5744775,-10.09674871,37.69893959,0,85,0,85.89385656,136.0730696,37.76772343
0,0,0,119.4621902,-11.34835321,37.69893959,0,85,0,86.52786086,134.9914225,37.61289226
0,0,0,119.3368025,-12.59871324,37.69893959,0,85,0,87.14574669,133.9063581,37.45975005
0,0,0,119.1983282,-13.84769168,37.69893959,0,85,0,87.74760986,132.8180927,37.30823882
0,0,0,119.0467824,-15.09515156,37.69893959,0,85,0,88.33354668,131.7268398,37.15830205
0,0,0,118.8821818,-16.34095609,37.69893959,0,85,0,88.903654,130.6328098,37.00988464
0,0,0,118.7045445,-17.58496865,37.69893959,0,85,0,89.45802919,129.5362105,36.86293284
0,0,0,118.5138898,-18.82705282,37.69893959,0,85,0,89.99677014,128.4372466,36.71739425
0,0,0,118.3102388,-20.06707239,37.69893959,0,85,0,90.51997533,127.3361204,36.5732177
0,0,0,118.0936137,-21.30489137,37.69893959,0,85,0,91.0277438,126.2330315,36.43035328
0,0,0,117.8640384,-22.54037404,37.69893959,0,85,0,91.52017518,125.1281767,36.28875225
0,0,0,117.6215379,-23.7733849,37.69893959,0,85,0,91.99736968,124.0217504,36.14836701
0,0,0,117.3661388,-25.00378875,37.69893959,0,85,0,92.45942815,122.9139443,36.00915104
0,0,0,117.0978693,-26.23145064,37.69893959,0,85,0,92.90645203,121.804948,35.87105892
0,0,0,116.8167587,-27.45623596,37.69893959,0,85,0,93.33854344,120.6949483,35.73404624
0,0,0,116.5228378,-28.6780104,37.69893959,0,85,0,93.75580511,119.5841298,35.59806957
0,0,0,116.2161388,-29.89663996,37.69893959,0,85,0,94.15834046,118.4726747,35.46308645
0,0,0,115.8966954,-31.11199103,37.69893959,0,85,0,94.54625354,117.3607628,35.32905535
0,0,0,115.5645427,-32.32393031,37.69893959,0,85,0,94.91964914,116.2485718,35.19593563
0,0,0,115.219717,-33.53232491,37.69893959,0,85,0,95.27863268,115.1362769,35.06368751
0,0,0,114.8622562,-34.73704232,37.69893959,0,85,0,95.62331032,114.0240513,34.93227206
0,0,0,114.4921994,-35.93795041,37.69893959,0,85,0,95.95378893,112.9120658,34.80165116
0,0,0,114.1095872,-37.13491751,37.69893959,0,85,0,96.27017607,111.8004893,34.67178747
0,0,0,113.7144617,-38.32781234,37.69893959,0,85,0,96.57258006,110.6894883,34.54264442
0,0,0,113.3068661,-39.5165041,37.69893959,0,85,0,96.86110993,109.5792272,34.41418617
0,0,0,112.8868451,-40.70086242,37.69893959,0,85,0,97.13587547,108.4698685,34.2863776
0,0,0,112.4544448,-41.88075744,37.69893959,0,85,0,97.3969872,107.3615722,34.15918429
0,0,0,112.0097126,-43.05605976,37.69893959,0,85,0,97.64455641,106.2544968,34.03257248
0,0,0,111.5526973,-44.2266405,37.69893959,0,85,0,97.87869514,105.1487981,33.90650909
0,0,0,111.0834489,-45.39237129,37.69893959,0,85,0,98.0995162,104.0446305,33.78096166
0,0,0,110.6020191,-46.55312429,37.69893959,0,85,0,98.30713317,102.9421458,33.65589835
0,0,0,110.1084604,-47.70877222,37.69893959,0,85,0,98.5016604,101.8414942,33.53128792
0,0,0,109.6028271,-48.85918834,37.69893959,0,85,0,98.683213,100.7428238,33.40709974
0,0,0,109.0851747,-50.00424651,37.69893959,0,85,0,98.85190689,99.64628049,33.28330372
0,0,0,108.5555598,-51.14382114,37.69893959,0,85,0,99.00785875,98.55200848,33.15987035
0,0,0,108.0140406,-52.27778728,37.69893959,0,85,0,99.15118605,97.46014983,33.03677067
0,0,0,107.4606764,-53.40602057,37.69893959,0,85,0,99.28200703,96.37084469,32.91397623
0,0,0,106.8955279,-54.52839729,37.69893959,0,85,0,99.40044072,95.28423124,32.79145912
0,0,0,106.3186572,-55.64479435,37.69893959,0,85,0,99.50660695,94.20044572,32.66919195
0,0,0,105.7301274,-56.75508934,37.69893959,0,85,0,99.60062631,93.11962239,32.54714779
0,0,0,105.1300031,-57.85916049,37.69893959,0,85,0,99.68262017,92.04189361,32.42530024
0,0,0,104.5183501,-58.95688673,37.69893959,0,85,0,99.75271068,90.96738976,32.30362336
0,0,0,103.8952355,-60.04814769,37.69893959,0,85,0,99.81102078,89.8962393,32.18209169
0,0,0,103.2607276,-61.13282369,37.69893959,0,85,0,99.85767417,88.82856877,32.06068024
0,0,0,102.614896,-62.21079578,37.69893959,0,85,0,99.8927953,87.76450274,31.93936447
0,0,0,101.9578116,-63.28194576,37.69893959,0,85,0,99.91650942,86.70416388,31.81812029
0,0,0,101.2895463,-64.34615617,37.69893959,0,85,0,99.9289425,85.6476729,31.69692407
